Pascals Triangle Row Upto : 50000 with more than or equal to 3 repetitions

              6 :		   3		[4, 6, 6]                     
             10 :		   4		[5, 5, 10, 10]                
             15 :		   4		[6, 6, 15, 15]                
             20 :		   3		[6, 20, 20]                   
             21 :		   4		[7, 7, 21, 21]                
             28 :		   4		[8, 8, 28, 28]                
             35 :		   4		[7, 7, 35, 35]                
             36 :		   4		[9, 9, 36, 36]                
             45 :		   4		[10, 10, 45, 45]              
             55 :		   4		[11, 11, 55, 55]              
             56 :		   4		[8, 8, 56, 56]                
             66 :		   4		[12, 12, 66, 66]              
             70 :		   3		[8, 70, 70]                   
             78 :		   4		[13, 13, 78, 78]              
             84 :		   4		[9, 9, 84, 84]                
             91 :		   4		[14, 14, 91, 91]              
            105 :		   4		[15, 15, 105, 105]            
            120 :		   6		[10, 10, 16, 16, 120, 120]    
            126 :		   4		[9, 9, 126, 126]              
            136 :		   4		[17, 17, 136, 136]            
            153 :		   4		[18, 18, 153, 153]            
            165 :		   4		[11, 11, 165, 165]            
            171 :		   4		[19, 19, 171, 171]            
            190 :		   4		[20, 20, 190, 190]            
            210 :		   6		[10, 10, 21, 21, 210, 210]    
            220 :		   4		[12, 12, 220, 220]            
            231 :		   4		[22, 22, 231, 231]            
            252 :		   3		[10, 252, 252]                
            253 :		   4		[23, 23, 253, 253]            
            276 :		   4		[24, 24, 276, 276]            
            286 :		   4		[13, 13, 286, 286]            
            300 :		   4		[25, 25, 300, 300]            
            325 :		   4		[26, 26, 325, 325]            
            330 :		   4		[11, 11, 330, 330]            
            351 :		   4		[27, 27, 351, 351]            
            364 :		   4		[14, 14, 364, 364]            
            378 :		   4		[28, 28, 378, 378]            
            406 :		   4		[29, 29, 406, 406]            
            435 :		   4		[30, 30, 435, 435]            
            455 :		   4		[15, 15, 455, 455]            
            462 :		   4		[11, 11, 462, 462]            
            465 :		   4		[31, 31, 465, 465]            
            495 :		   4		[12, 12, 495, 495]            
            496 :		   4		[32, 32, 496, 496]            
            528 :		   4		[33, 33, 528, 528]            
            560 :		   4		[16, 16, 560, 560]            
            561 :		   4		[34, 34, 561, 561]            
            595 :		   4		[35, 35, 595, 595]            
            630 :		   4		[36, 36, 630, 630]            
            666 :		   4		[37, 37, 666, 666]            
            680 :		   4		[17, 17, 680, 680]            
            703 :		   4		[38, 38, 703, 703]            
            715 :		   4		[13, 13, 715, 715]            
            741 :		   4		[39, 39, 741, 741]            
            780 :		   4		[40, 40, 780, 780]            
            792 :		   4		[12, 12, 792, 792]            
            816 :		   4		[18, 18, 816, 816]            
            820 :		   4		[41, 41, 820, 820]            
            861 :		   4		[42, 42, 861, 861]            
            903 :		   4		[43, 43, 903, 903]            
            924 :		   3		[12, 924, 924]                
            946 :		   4		[44, 44, 946, 946]            
            969 :		   4		[19, 19, 969, 969]            
            990 :		   4		[45, 45, 990, 990]            
           1001 :		   4		[14, 14, 1001, 1001]          
           1035 :		   4		[46, 46, 1035, 1035]          
           1081 :		   4		[47, 47, 1081, 1081]          
           1128 :		   4		[48, 48, 1128, 1128]          
           1140 :		   4		[20, 20, 1140, 1140]          
           1176 :		   4		[49, 49, 1176, 1176]          
           1225 :		   4		[50, 50, 1225, 1225]          
           1275 :		   4		[51, 51, 1275, 1275]          
           1287 :		   4		[13, 13, 1287, 1287]          
           1326 :		   4		[52, 52, 1326, 1326]          
           1330 :		   4		[21, 21, 1330, 1330]          
           1365 :		   4		[15, 15, 1365, 1365]          
           1378 :		   4		[53, 53, 1378, 1378]          
           1431 :		   4		[54, 54, 1431, 1431]          
           1485 :		   4		[55, 55, 1485, 1485]          
           1540 :		   6		[22, 22, 56, 56, 1540, 1540]  
           1596 :		   4		[57, 57, 1596, 1596]          
           1653 :		   4		[58, 58, 1653, 1653]          
           1711 :		   4		[59, 59, 1711, 1711]          
           1716 :		   4		[13, 13, 1716, 1716]          
           1770 :		   4		[60, 60, 1770, 1770]          
           1771 :		   4		[23, 23, 1771, 1771]          
           1820 :		   4		[16, 16, 1820, 1820]          
           1830 :		   4		[61, 61, 1830, 1830]          
           1891 :		   4		[62, 62, 1891, 1891]          
           1953 :		   4		[63, 63, 1953, 1953]          
           2002 :		   4		[14, 14, 2002, 2002]          
           2016 :		   4		[64, 64, 2016, 2016]          
           2024 :		   4		[24, 24, 2024, 2024]          
           2080 :		   4		[65, 65, 2080, 2080]          
           2145 :		   4		[66, 66, 2145, 2145]          
           2211 :		   4		[67, 67, 2211, 2211]          
           2278 :		   4		[68, 68, 2278, 2278]          
           2300 :		   4		[25, 25, 2300, 2300]          
           2346 :		   4		[69, 69, 2346, 2346]          
           2380 :		   4		[17, 17, 2380, 2380]          
           2415 :		   4		[70, 70, 2415, 2415]          
           2485 :		   4		[71, 71, 2485, 2485]          
           2556 :		   4		[72, 72, 2556, 2556]          
           2600 :		   4		[26, 26, 2600, 2600]          
           2628 :		   4		[73, 73, 2628, 2628]          
           2701 :		   4		[74, 74, 2701, 2701]          
           2775 :		   4		[75, 75, 2775, 2775]          
           2850 :		   4		[76, 76, 2850, 2850]          
           2925 :		   4		[27, 27, 2925, 2925]          
           2926 :		   4		[77, 77, 2926, 2926]          
           3003 :		   8		[14, 14, 15, 15, 78, 78, 3003, 3003]
           3060 :		   4		[18, 18, 3060, 3060]          
           3081 :		   4		[79, 79, 3081, 3081]          
           3160 :		   4		[80, 80, 3160, 3160]          
           3240 :		   4		[81, 81, 3240, 3240]          
           3276 :		   4		[28, 28, 3276, 3276]          
           3321 :		   4		[82, 82, 3321, 3321]          
           3403 :		   4		[83, 83, 3403, 3403]          
           3432 :		   3		[14, 3432, 3432]              
           3486 :		   4		[84, 84, 3486, 3486]          
           3570 :		   4		[85, 85, 3570, 3570]          
           3654 :		   4		[29, 29, 3654, 3654]          
           3655 :		   4		[86, 86, 3655, 3655]          
           3741 :		   4		[87, 87, 3741, 3741]          
           3828 :		   4		[88, 88, 3828, 3828]          
           3876 :		   4		[19, 19, 3876, 3876]          
           3916 :		   4		[89, 89, 3916, 3916]          
           4005 :		   4		[90, 90, 4005, 4005]          
           4060 :		   4		[30, 30, 4060, 4060]          
           4095 :		   4		[91, 91, 4095, 4095]          
           4186 :		   4		[92, 92, 4186, 4186]          
           4278 :		   4		[93, 93, 4278, 4278]          
           4368 :		   4		[16, 16, 4368, 4368]          
           4371 :		   4		[94, 94, 4371, 4371]          
           4465 :		   4		[95, 95, 4465, 4465]          
           4495 :		   4		[31, 31, 4495, 4495]          
           4560 :		   4		[96, 96, 4560, 4560]          
           4656 :		   4		[97, 97, 4656, 4656]          
           4753 :		   4		[98, 98, 4753, 4753]          
           4845 :		   4		[20, 20, 4845, 4845]          
           4851 :		   4		[99, 99, 4851, 4851]          
           4950 :		   4		[100, 100, 4950, 4950]        
           4960 :		   4		[32, 32, 4960, 4960]          
           5005 :		   4		[15, 15, 5005, 5005]          
           5050 :		   4		[101, 101, 5050, 5050]        
           5151 :		   4		[102, 102, 5151, 5151]        
           5253 :		   4		[103, 103, 5253, 5253]        
           5356 :		   4		[104, 104, 5356, 5356]        
           5456 :		   4		[33, 33, 5456, 5456]          
           5460 :		   4		[105, 105, 5460, 5460]        
           5565 :		   4		[106, 106, 5565, 5565]        
           5671 :		   4		[107, 107, 5671, 5671]        
           5778 :		   4		[108, 108, 5778, 5778]        
           5886 :		   4		[109, 109, 5886, 5886]        
           5984 :		   4		[34, 34, 5984, 5984]          
           5985 :		   4		[21, 21, 5985, 5985]          
           5995 :		   4		[110, 110, 5995, 5995]        
           6105 :		   4		[111, 111, 6105, 6105]        
           6188 :		   4		[17, 17, 6188, 6188]          
           6216 :		   4		[112, 112, 6216, 6216]        
           6328 :		   4		[113, 113, 6328, 6328]        
           6435 :		   4		[15, 15, 6435, 6435]          
           6441 :		   4		[114, 114, 6441, 6441]        
           6545 :		   4		[35, 35, 6545, 6545]          
           6555 :		   4		[115, 115, 6555, 6555]        
           6670 :		   4		[116, 116, 6670, 6670]        
           6786 :		   4		[117, 117, 6786, 6786]        
           6903 :		   4		[118, 118, 6903, 6903]        
           7021 :		   4		[119, 119, 7021, 7021]        
           7140 :		   6		[36, 36, 120, 120, 7140, 7140]
           7260 :		   4		[121, 121, 7260, 7260]        
           7315 :		   4		[22, 22, 7315, 7315]          
           7381 :		   4		[122, 122, 7381, 7381]        
           7503 :		   4		[123, 123, 7503, 7503]        
           7626 :		   4		[124, 124, 7626, 7626]        
           7750 :		   4		[125, 125, 7750, 7750]        
           7770 :		   4		[37, 37, 7770, 7770]          
           7875 :		   4		[126, 126, 7875, 7875]        
           8001 :		   4		[127, 127, 8001, 8001]        
           8008 :		   4		[16, 16, 8008, 8008]          
           8128 :		   4		[128, 128, 8128, 8128]        
           8256 :		   4		[129, 129, 8256, 8256]        
           8385 :		   4		[130, 130, 8385, 8385]        
           8436 :		   4		[38, 38, 8436, 8436]          
           8515 :		   4		[131, 131, 8515, 8515]        
           8568 :		   4		[18, 18, 8568, 8568]          
           8646 :		   4		[132, 132, 8646, 8646]        
           8778 :		   4		[133, 133, 8778, 8778]        
           8855 :		   4		[23, 23, 8855, 8855]          
           8911 :		   4		[134, 134, 8911, 8911]        
           9045 :		   4		[135, 135, 9045, 9045]        
           9139 :		   4		[39, 39, 9139, 9139]          
           9180 :		   4		[136, 136, 9180, 9180]        
           9316 :		   4		[137, 137, 9316, 9316]        
           9453 :		   4		[138, 138, 9453, 9453]        
           9591 :		   4		[139, 139, 9591, 9591]        
           9730 :		   4		[140, 140, 9730, 9730]        
           9870 :		   4		[141, 141, 9870, 9870]        
           9880 :		   4		[40, 40, 9880, 9880]          
          10011 :		   4		[142, 142, 10011, 10011]      
          10153 :		   4		[143, 143, 10153, 10153]      
          10296 :		   4		[144, 144, 10296, 10296]      
          10440 :		   4		[145, 145, 10440, 10440]      
          10585 :		   4		[146, 146, 10585, 10585]      
          10626 :		   4		[24, 24, 10626, 10626]        
          10660 :		   4		[41, 41, 10660, 10660]        
          10731 :		   4		[147, 147, 10731, 10731]      
          10878 :		   4		[148, 148, 10878, 10878]      
          11026 :		   4		[149, 149, 11026, 11026]      
          11175 :		   4		[150, 150, 11175, 11175]      
          11325 :		   4		[151, 151, 11325, 11325]      
          11440 :		   4		[16, 16, 11440, 11440]        
          11476 :		   4		[152, 152, 11476, 11476]      
          11480 :		   4		[42, 42, 11480, 11480]        
          11628 :		   6		[19, 19, 153, 153, 11628, 11628]
          11781 :		   4		[154, 154, 11781, 11781]      
          11935 :		   4		[155, 155, 11935, 11935]      
          12090 :		   4		[156, 156, 12090, 12090]      
          12246 :		   4		[157, 157, 12246, 12246]      
          12341 :		   4		[43, 43, 12341, 12341]        
          12376 :		   4		[17, 17, 12376, 12376]        
          12403 :		   4		[158, 158, 12403, 12403]      
          12561 :		   4		[159, 159, 12561, 12561]      
          12650 :		   4		[25, 25, 12650, 12650]        
          12720 :		   4		[160, 160, 12720, 12720]      
          12870 :		   3		[16, 12870, 12870]            
          12880 :		   4		[161, 161, 12880, 12880]      
          13041 :		   4		[162, 162, 13041, 13041]      
          13203 :		   4		[163, 163, 13203, 13203]      
          13244 :		   4		[44, 44, 13244, 13244]        
          13366 :		   4		[164, 164, 13366, 13366]      
          13530 :		   4		[165, 165, 13530, 13530]      
          13695 :		   4		[166, 166, 13695, 13695]      
          13861 :		   4		[167, 167, 13861, 13861]      
          14028 :		   4		[168, 168, 14028, 14028]      
          14190 :		   4		[45, 45, 14190, 14190]        
          14196 :		   4		[169, 169, 14196, 14196]      
          14365 :		   4		[170, 170, 14365, 14365]      
          14535 :		   4		[171, 171, 14535, 14535]      
          14706 :		   4		[172, 172, 14706, 14706]      
          14878 :		   4		[173, 173, 14878, 14878]      
          14950 :		   4		[26, 26, 14950, 14950]        
          15051 :		   4		[174, 174, 15051, 15051]      
          15180 :		   4		[46, 46, 15180, 15180]        
          15225 :		   4		[175, 175, 15225, 15225]      
          15400 :		   4		[176, 176, 15400, 15400]      
          15504 :		   4		[20, 20, 15504, 15504]        
          15576 :		   4		[177, 177, 15576, 15576]      
          15753 :		   4		[178, 178, 15753, 15753]      
          15931 :		   4		[179, 179, 15931, 15931]      
          16110 :		   4		[180, 180, 16110, 16110]      
          16215 :		   4		[47, 47, 16215, 16215]        
          16290 :		   4		[181, 181, 16290, 16290]      
          16471 :		   4		[182, 182, 16471, 16471]      
          16653 :		   4		[183, 183, 16653, 16653]      
          16836 :		   4		[184, 184, 16836, 16836]      
          17020 :		   4		[185, 185, 17020, 17020]      
          17205 :		   4		[186, 186, 17205, 17205]      
          17296 :		   4		[48, 48, 17296, 17296]        
          17391 :		   4		[187, 187, 17391, 17391]      
          17550 :		   4		[27, 27, 17550, 17550]        
