Pascals Triangle Row Upto : 100 with more than 3 repetitions

              6 :		   3		[4, 6, 6]                     
             10 :		   4		[5, 5, 10, 10]                
             15 :		   4		[6, 6, 15, 15]                
             20 :		   3		[6, 20, 20]                   
             21 :		   4		[7, 7, 21, 21]                
             28 :		   4		[8, 8, 28, 28]                
             35 :		   4		[7, 7, 35, 35]                
             36 :		   4		[9, 9, 36, 36]                
             45 :		   4		[10, 10, 45, 45]              
             55 :		   4		[11, 11, 55, 55]              
             56 :		   4		[8, 8, 56, 56]                
             66 :		   4		[12, 12, 66, 66]              
             70 :		   3		[8, 70, 70]                   
             78 :		   4		[13, 13, 78, 78]              
             84 :		   4		[9, 9, 84, 84]                
             91 :		   4		[14, 14, 91, 91]              
            120 :		   4		[10, 10, 16, 16]              
            210 :		   4		[10, 10, 21, 21]              
           3003 :		   6		[14, 14, 15, 15, 78, 78]      
           1540 :		   4		[22, 22, 56, 56]              
