              6 :		   3		[4, 6, 6]                     
             10 :		   4		[5, 5, 10, 10]                
             15 :		   4		[6, 6, 15, 15]                
             20 :		   3		[6, 20, 20]                   
             21 :		   4		[7, 7, 21, 21]                
             35 :		   4		[7, 7, 35, 35]                
             28 :		   4		[8, 8, 28, 28]                
             56 :		   3		[8, 8, 56]                    
             36 :		   4		[9, 9, 36, 36]                
             84 :		   3		[9, 9, 84]                    
            126 :		   3		[9, 9, 126]                   
             45 :		   4		[10, 10, 45, 45]              
            120 :		   5		[10, 10, 16, 16, 120]         
            210 :		   5		[10, 10, 21, 21, 210]         
             55 :		   4		[11, 11, 55, 55]              
            165 :		   3		[11, 11, 165]                 
            330 :		   4		[11, 11, 330, 330]            
            462 :		   4		[11, 11, 462, 462]            
             66 :		   3		[12, 12, 66]                  
            220 :		   3		[12, 12, 220]                 
            495 :		   3		[12, 12, 495]                 
            792 :		   3		[12, 12, 792]                 
             78 :		   3		[13, 13, 78]                  
            286 :		   3		[13, 13, 286]                 
            715 :		   3		[13, 13, 715]                 
           1287 :		   3		[13, 13, 1287]                
           1716 :		   3		[13, 13, 1716]                
             91 :		   3		[14, 14, 91]                  
            364 :		   3		[14, 14, 364]                 
           1001 :		   3		[14, 14, 1001]                
           2002 :		   3		[14, 14, 2002]                
           3003 :		   6		[14, 14, 15, 15, 78, 3003]    
            105 :		   3		[15, 15, 105]                 
            455 :		   3		[15, 15, 455]                 
           1365 :		   3		[15, 15, 1365]                
           5005 :		   3		[15, 15, 5005]                
           6435 :		   3		[15, 15, 6435]                
            560 :		   3		[16, 16, 560]                 
           1820 :		   3		[16, 16, 1820]                
           4368 :		   3		[16, 16, 4368]                
           8008 :		   3		[16, 16, 8008]                
          11440 :		   3		[16, 16, 11440]               
            136 :		   3		[17, 17, 136]                 
            680 :		   3		[17, 17, 680]                 
           2380 :		   3		[17, 17, 2380]                
           6188 :		   3		[17, 17, 6188]                
          12376 :		   3		[17, 17, 12376]               
          19448 :		   3		[17, 17, 19448]               
          24310 :		   4		[17, 17, 221, 24310]          
            153 :		   3		[18, 18, 153]                 
            816 :		   3		[18, 18, 816]                 
           3060 :		   3		[18, 18, 3060]                
           8568 :		   3		[18, 18, 8568]                
          18564 :		   3		[18, 18, 18564]               
            171 :		   3		[19, 19, 171]                 
            969 :		   3		[19, 19, 969]                 
           3876 :		   3		[19, 19, 3876]                
          11628 :		   4		[19, 19, 153, 11628]          
            190 :		   3		[20, 20, 190]                 
           1140 :		   3		[20, 20, 1140]                
           4845 :		   3		[20, 20, 4845]                
          15504 :		   3		[20, 20, 15504]               
           1330 :		   3		[21, 21, 1330]                
           5985 :		   3		[21, 21, 5985]                
          20349 :		   3		[21, 21, 20349]               
            231 :		   3		[22, 22, 231]                 
           1540 :		   4		[22, 22, 56, 1540]            
           7315 :		   3		[22, 22, 7315]                
            253 :		   3		[23, 23, 253]                 
           1771 :		   3		[23, 23, 1771]                
           8855 :		   3		[23, 23, 8855]                
            276 :		   3		[24, 24, 276]                 
           2024 :		   3		[24, 24, 2024]                
          10626 :		   3		[24, 24, 10626]               
            300 :		   4		[25, 25, 300, 300]            
           2300 :		   3		[25, 25, 2300]                
          12650 :		   3		[25, 25, 12650]               
            325 :		   4		[26, 26, 325, 325]            
           2600 :		   3		[26, 26, 2600]                
          14950 :		   3		[26, 26, 14950]               
            351 :		   3		[27, 27, 351]                 
           2925 :		   3		[27, 27, 2925]                
          17550 :		   3		[27, 27, 17550]               
            378 :		   3		[28, 28, 378]                 
           3276 :		   3		[28, 28, 3276]                
          20475 :		   3		[28, 28, 20475]               
            435 :		   3		[30, 30, 435]                 
           4060 :		   3		[30, 30, 4060]                
            465 :		   3		[31, 31, 465]                 
           4495 :		   3		[31, 31, 4495]                
            496 :		   3		[32, 32, 496]                 
           4960 :		   3		[32, 32, 4960]                
            528 :		   3		[33, 33, 528]                 
           5456 :		   3		[33, 33, 5456]                
            595 :		   3		[35, 35, 595]                 
           6545 :		   3		[35, 35, 6545]                
            630 :		   3		[36, 36, 630]                 
           7140 :		   4		[36, 36, 120, 7140]           
            666 :		   3		[37, 37, 666]                 
           7770 :		   3		[37, 37, 7770]                
            703 :		   3		[38, 38, 703]                 
           8436 :		   3		[38, 38, 8436]                
            741 :		   3		[39, 39, 741]                 
           9139 :		   3		[39, 39, 9139]                
            780 :		   3		[40, 40, 780]                 
           9880 :		   3		[40, 40, 9880]                
            820 :		   4		[41, 41, 820, 820]            
          10660 :		   3		[41, 41, 10660]               
            861 :		   3		[42, 42, 861]                 
          11480 :		   3		[42, 42, 11480]               
            946 :		   3		[44, 44, 946]                 
          13244 :		   3		[44, 44, 13244]               
            990 :		   3		[45, 45, 990]                 
          14190 :		   3		[45, 45, 14190]               
           1035 :		   3		[46, 46, 1035]                
          15180 :		   3		[46, 46, 15180]               
           1081 :		   3		[47, 47, 1081]                
          16215 :		   3		[47, 47, 16215]               
           1225 :		   3		[50, 50, 1225]                
          19600 :		   3		[50, 50, 19600]               
           1275 :		   3		[51, 51, 1275]                
          20825 :		   3		[51, 51, 20825]               
           1326 :		   3		[52, 52, 1326]                
          22100 :		   3		[52, 52, 22100]               
           1378 :		   3		[53, 53, 1378]                
          23426 :		   3		[53, 53, 23426]               
           1485 :		   3		[55, 55, 1485]                
           1596 :		   3		[57, 57, 1596]                
           1711 :		   3		[59, 59, 1711]                
           1770 :		   3		[60, 60, 1770]                
           1891 :		   3		[62, 62, 1891]                
           2016 :		   3		[64, 64, 2016]                
           2278 :		   3		[68, 68, 2278]                
           2701 :		   3		[74, 74, 2701]                
           3081 :		   3		[79, 79, 3081]                
           5151 :		   3		[102, 102, 5151]              
           5356 :		   3		[104, 104, 5356]              
           7626 :		   3		[124, 124, 7626]              
           8778 :		   3		[133, 133, 8778]              
           9591 :		   3		[139, 139, 9591]              
          13041 :		   3		[162, 162, 13041]             
          14028 :		   3		[168, 168, 14028]             
          14706 :		   3		[172, 172, 14706]             
          15753 :		   3		[178, 178, 15753]             
          15931 :		   3		[179, 179, 15931]             
          17020 :		   3		[185, 185, 17020]             
          23220 :		   3		[216, 216, 23220]             
          24753 :		   3		[223, 223, 24753]             
